,fecha,portero_l,defensas_l,centrocampistas_l,delanteros_l,alineacion_l,local,Resultado_l,gol_l,gol_v,Resultado_v,visitante,alineacion_v,portero_v,defensas_v,centrocampistas_v,delanteros_v,victorias_l,empates,victorias_v
165,2019-12-15,77.0,66.47,64.83,46.44,4-4-2,GETAFE,G,2,0,P,REAL VALLADOLID,4-4-2,78.17,57.67,61.0,67.79,5,6,6
166,2019-12-15,73.17,60.96,69.83,73.33,4-3-3,CELTA,E,2,2,E,MALLORCA,4-2-3-1,68.17,58.58,63.5,62.33,19,9,14
167,2019-12-15,72.67,60.83,69.83,64.67,5-3-2,ESPANYOL,E,2,2,E,REAL BETIS,4-3-3,71.67,67.3,76.17,65.33,47,37,43
168,2019-12-15,78.17,72.0,67.11,67.17,4-3-3,SEVILLA,P,1,2,G,VILLARREAL,4-5-1,79.67,63.5,64.5,71.33,24,13,11
169,2019-12-15,73.83,69.56,72.75,72.0,4-4-2,VALENCIA,E,1,1,E,REAL MADRID,4-3-3,81.5,69.88,74.67,72.5,56,41,103
170,2019-12-20,75.0,62.33,66.56,63.56,4-4-2,EIBAR,G,3,0,P,GRANADA,4-2-3-1,76.83,61.56,63.42,64.39,5,2,1
171,2019-12-21,68.17,56.33,63.5,62.33,4-4-2,MALLORCA,P,0,2,G,SEVILLA,4-3-3,78.17,72.0,69.17,70.28,19,22,29
172,2019-12-21,86.33,69.39,67.22,78.28,4-3-3,BARCELONA,G,4,1,P,DEPORTIVO ALAVES,4-2-3-1,78.5,61.6,65.94,70.5,27,5,7
173,2019-12-21,79.67,63.5,64.5,71.33,4-2-3-1,VILLARREAL,G,1,0,P,GETAFE,4-4-2,77.0,66.97,64.83,46.44,19,8,10
174,2019-12-21,78.17,57.67,62.0,67.08,4-4-2,REAL VALLADOLID,E,1,1,E,VALENCIA,4-4-2,73.83,70.08,72.75,68.67,25,26,45
175,2019-12-22,72.02,63.67,67.25,67.17,5-3-2,LEGANES,G,2,0,P,ESPANYOL,3-5-2,72.67,60.83,69.83,64.67,3,0,7
176,2019-12-22,72.08,60.79,67.61,69.33,4-4-2,OSASUNA,P,3,4,G,R. SOCIEDAD,4-5-1,77.67,67.17,69.75,71.78,27,21,50
177,2019-12-22,71.67,67.3,75.0,66.25,3-6-1,REAL BETIS,P,1,2,G,ATLETICO,4-4-2,85.83,67.29,74.44,71.92,32,29,65
178,2019-12-22,79.0,62.58,71.04,70.83,4-4-2,LEVANTE,G,3,1,P,CELTA,5-3-2,73.17,60.8,70.92,72.25,4,7,15
179,2019-12-22,81.5,73.29,75.22,72.94,4-3-3,REAL MADRID,E,0,0,E,ATHLETIC,5-3-2,77.17,65.9,61.92,49.56,114,43,74
180,2020-01-03,78.17,57.67,63.17,67.25,4-4-2,REAL VALLADOLID,E,2,2,E,LEGANES,4-4-2,72.02,63.67,67.25,67.17,2,1,6
181,2020-01-03,78.17,69.67,69.06,73.67,4-3-3,SEVILLA,E,1,1,E,ATHLETIC,3-5-2,77.17,67.17,61.92,49.56,69,30,70
182,2020-01-04,73.83,64.33,72.75,68.75,4-4-2,VALENCIA,G,1,0,P,EIBAR,4-4-2,75.0,62.33,65.94,65.17,3,3,4
183,2020-01-04,77.0,66.97,64.83,63.67,4-4-2,GETAFE,P,0,3,G,REAL MADRID,4-3-3,81.5,71.21,73.5,75.08,5,3,20
184,2020-01-04,85.83,67.29,73.42,73.11,4-4-2,ATLETICO,G,2,1,P,LEVANTE,4-4-2,79.0,61.71,71.04,65.42,19,5,8
185,2020-01-04,72.67,59.49,70.17,64.67,4-2-3-1,ESPANYOL,E,2,2,E,BARCELONA,4-3-3,80.5,68.78,71.04,78.28,46,47,123
186,2020-01-05,76.83,59.42,63.42,66.75,4-2-3-1,GRANADA,G,1,0,P,MALLORCA,4-2-3-1,68.17,56.28,65.83,68.25,16,7,12
187,2020-01-05,77.67,67.17,69.75,71.78,4-2-3-1,R. SOCIEDAD,P,1,2,G,VILLARREAL,4-5-1,79.67,63.5,64.5,71.33,10,14,16
188,2020-01-05,78.5,60.07,69.0,65.01,4-4-2,DEPORTIVO ALAVES,E,1,1,E,REAL BETIS,4-5-1,71.67,67.3,75.0,65.33,9,8,15
189,2020-01-05,73.17,61.08,69.56,72.25,4-3-3,CELTA,E,1,1,E,OSASUNA,4-2-3-1,72.08,59.89,66.92,69.33,33,8,27
190,2020-01-17,72.02,62.25,67.25,63.42,5-3-2,LEGANES,P,0,3,G,GETAFE,4-4-2,77.0,66.81,64.83,58.75,14,12,14
191,2020-01-18,79.0,61.71,68.06,68.72,4-4-2,LEVANTE,P,0,1,G,DEPORTIVO ALAVES,4-4-2,78.5,60.07,68.42,65.01,6,4,14
192,2020-01-18,81.5,72.07,73.67,69.83,4-3-3,REAL MADRID,G,2,1,P,SEVILLA,4-3-3,78.17,70.42,67.89,67.17,100,30,57
193,2020-01-18,72.08,59.72,67.5,69.33,4-4-2,OSASUNA,E,0,0,E,REAL VALLADOLID,5-3-2,78.17,61.11,62.06,64.83,39,31,27
194,2020-01-18,75.0,61.17,65.94,66.06,4-2-3-1,EIBAR,G,2,0,P,ATLETICO,4-4-2,85.83,60.83,73.42,71.92,1,4,12
195,2020-01-19,68.17,58.58,63.5,61.92,4-4-2,MALLORCA,G,4,1,P,VALENCIA,4-4-2,73.83,64.33,72.75,69.33,13,14,38
196,2020-01-19,71.67,66.57,72.28,65.33,3-6-1,REAL BETIS,G,3,0,P,R. SOCIEDAD,4-2-3-1,77.67,59.83,69.75,73.39,36,27,46
197,2020-01-19,79.67,65.12,64.5,67.17,4-5-1,VILLARREAL,P,1,2,G,ESPANYOL,4-4-2,72.67,59.49,70.17,66.0,16,20,13
198,2020-01-19,73.67,70.75,70.72,55.22,4-2-3-1,ATHLETIC,E,1,1,E,CELTA,4-3-3,73.17,63.21,69.08,72.25,66,24,34
199,2020-01-19,86.33,69.39,68.78,76.17,4-3-3,BARCELONA,G,1,0,P,GRANADA,4-2-3-1,76.83,60.21,63.42,67.42,39,5,6
200,2020-01-24,72.5,61.38,67.28,69.33,4-4-2,OSASUNA,G,2,0,P,LEVANTE,5-3-2,79.0,63.1,70.56,65.42,14,3,12
201,2020-01-25,72.67,58.96,70.17,66.0,4-4-2,ESPANYOL,E,1,1,E,ATHLETIC,5-3-2,73.67,67.17,66.39,67.75,68,40,84
202,2020-01-25,73.83,70.08,73.0,69.56,4-4-2,VALENCIA,G,2,0,P,BARCELONA,4-3-3,86.33,69.39,70.89,76.17,59,56,106
203,2020-01-25,78.5,58.93,68.42,65.01,4-4-2,DEPORTIVO ALAVES,P,1,2,G,VILLARREAL,4-5-1,79.67,64.54,64.5,67.89,13,1,9
204,2020-01-25,78.17,68.83,67.11,70.44,4-3-3,SEVILLA,G,2,0,P,GRANADA,4-2-3-1,76.83,61.56,64.67,68.67,25,13,12
205,2020-01-26,85.83,63.4,76.0,73.11,4-4-2,ATLETICO,E,0,0,E,LEGANES,3-6-1,72.02,62.25,63.39,70.0,8,3,2
206,2020-01-26,73.17,63.21,69.56,72.25,4-4-2,CELTA,E,0,0,E,EIBAR,4-2-3-1,75.0,61.17,65.94,66.06,9,4,10
207,2020-01-26,77.0,65.72,64.83,58.75,4-4-2,GETAFE,G,1,0,P,REAL BETIS,4-5-1,71.67,56.23,75.0,66.25,9,9,11
208,2020-01-26,77.67,62.38,75.5,73.39,4-5-1,R. SOCIEDAD,G,3,0,P,MALLORCA,4-4-2,68.17,58.58,64.58,61.92,24,11,24
209,2020-01-26,78.17,61.11,62.06,64.83,4-4-2,REAL VALLADOLID,P,0,1,G,REAL MADRID,4-3-3,81.5,70.46,73.5,72.5,16,22,64
210,2020-02-01,76.83,59.42,65.08,66.75,4-2-3-1,GRANADA,G,2,1,P,ESPANYOL,4-4-2,72.67,60.82,69.83,68.33,12,12,23
211,2020-02-01,81.5,72.75,74.03,73.33,4-5-1,REAL MADRID,G,1,0,P,ATLETICO,4-4-2,85.83,63.4,76.0,71.17,110,58,57
212,2020-02-01,68.17,58.58,63.5,61.92,4-4-2,MALLORCA,P,0,1,G,REAL VALLADOLID,4-4-2,78.17,61.67,62.08,67.25,23,18,29
213,2020-02-01,73.83,70.08,72.75,68.75,4-4-2,VALENCIA,G,1,0,P,CELTA,3-5-2,73.17,61.23,69.56,73.33,62,33,35
214,2020-02-02,72.02,62.25,63.39,70.0,5-4-1,LEGANES,G,2,1,P,R. SOCIEDAD,4-2-3-1,77.67,62.2,65.08,72.5,1,3,3
215,2020-02-02,75.0,61.17,49.5,66.06,4-2-3-1,EIBAR,E,1,1,E,REAL BETIS,4-5-1,71.67,66.57,73.06,65.33,6,7,6
216,2020-02-02,77.17,69.17,70.72,51.61,4-2-3-1,ATHLETIC,P,0,2,G,GETAFE,4-4-2,77.0,65.72,64.83,63.58,10,11,8
217,2020-02-02,78.17,68.58,69.17,70.44,4-3-3,SEVILLA,E,1,1,E,DEPORTIVO ALAVES,5-3-2,78.5,58.53,68.42,60.67,18,7,8
218,2020-02-02,79.67,64.67,64.5,70.94,4-5-1,VILLARREAL,G,3,1,P,OSASUNA,4-2-3-1,72.5,61.38,67.89,69.25,16,8,15
219,2020-02-02,86.33,68.78,71.0,76.17,4-3-3,BARCELONA,G,2,1,P,LEVANTE,4-4-2,79.0,65.54,68.96,70.83,26,4,5
220,2020-02-07,78.5,60.77,68.42,60.67,4-2-3-1,DEPORTIVO ALAVES,G,2,1,P,EIBAR,4-3-3,75.0,60.54,38.17,66.06,17,18,22
221,2020-02-08,79.0,65.54,71.08,65.42,4-4-2,LEVANTE,G,2,0,P,LEGANES,5-3-2,72.02,62.25,65.22,70.0,10,5,7
222,2020-02-08,77.0,65.72,64.83,58.75,4-4-2,GETAFE,G,3,0,P,VALENCIA,4-4-2,73.83,64.33,71.94,68.75,10,7,17
223,2020-02-08,78.17,61.67,62.08,67.54,4-4-2,REAL VALLADOLID,E,1,1,E,VILLARREAL,4-4-2,79.67,64.67,64.5,70.94,11,5,11
224,2020-02-08,85.83,66.1,75.56,71.92,4-4-2,ATLETICO,G,1,0,P,GRANADA,4-2-3-1,68.5,62.61,65.5,63.33,31,10,11
225,2020-02-09,72.67,59.02,69.83,68.33,4-4-2,ESPANYOL,G,1,0,P,MALLORCA,4-2-3-1,68.17,61.39,63.5,56.0,25,11,24
226,2020-02-09,77.67,62.38,68.56,71.78,4-2-3-1,R. SOCIEDAD,G,2,1,P,ATHLETIC,4-2-3-1,72.02,63.22,66.0,77.17,54,44,68
227,2020-02-09,72.5,60.96,67.25,68.17,4-4-2,OSASUNA,P,1,4,G,REAL MADRID,4-3-3,81.5,72.75,74.75,75.08,13,16,52
228,2020-02-09,73.17,63.88,69.08,73.33,4-3-3,CELTA,G,2,1,P,SEVILLA,4-3-3,78.17,68.04,67.33,70.83,44,19,51
229,2020-02-09,71.67,70.04,67.97,62.17,4-5-1,REAL BETIS,P,2,3,G,BARCELONA,4-4-2,86.33,67.33,70.89,80.08,29,24,76
230,2020-02-14,73.83,65.56,72.62,70.33,4-2-3-1,VALENCIA,E,2,2,E,ATLETICO,4-4-2,85.83,64.62,75.56,71.92,67,48,78
231,2020-02-15,68.17,61.39,63.5,61.92,4-2-3-1,MALLORCA,G,1,0,P,DEPORTIVO ALAVES,4-4-2,78.5,60.77,67.83,65.58,17,6,10
232,2020-02-15,86.33,69.39,70.89,76.17,4-3-3,BARCELONA,G,2,1,P,GETAFE,4-4-2,77.0,64.47,64.83,58.75,24,6,3
233,2020-02-15,79.67,64.67,64.5,70.94,4-2-3-1,VILLARREAL,G,2,1,P,LEVANTE,4-4-2,79.0,65.04,71.08,65.42,25,11,19
234,2020-02-15,76.83,63.25,65.08,61.0,5-4-1,GRANADA,G,2,1,P,REAL VALLADOLID,4-4-2,78.17,61.67,62.58,67.25,16,4,13
235,2020-02-16,78.17,68.83,66.25,70.83,4-2-3-1,SEVILLA,E,2,2,E,ESPANYOL,4-2-3-1,72.67,59.61,69.83,69.11,79,33,53
236,2020-02-16,72.02,61.53,60.67,70.0,5-4-1,LEGANES,E,0,0,E,REAL BETIS,4-2-3-1,71.67,70.04,66.21,65.33,5,1,7
237,2020-02-16,77.17,67.17,64.67,51.61,5-3-2,ATHLETIC,P,0,1,G,OSASUNA,5-3-2,72.08,61.87,66.11,61.0,42,25,20
238,2020-02-16,81.5,72.71,72.94,75.44,4-3-3,REAL MADRID,E,2,2,E,CELTA,5-3-2,73.17,61.23,70.92,73.33,69,20,34
239,2020-03-10,75.0,63.29,66.21,64.08,4-2-3-1,EIBAR,P,1,2,G,R. SOCIEDAD,4-2-3-1,77.67,61.77,70.83,69.67,5,7,12
240,2020-02-21,71.67,70.04,71.54,66.25,4-2-3-1,REAL BETIS,E,3,3,E,MALLORCA,4-4-2,68.17,61.39,63.5,64.17,30,12,31
241,2020-02-22,73.17,63.88,71.11,73.33,4-4-2,CELTA,G,1,0,P,LEGANES,5-4-1,72.02,59.97,60.67,56.83,3,2,4
242,2020-02-22,86.33,66.0,67.58,80.08,4-3-3,BARCELONA,G,5,0,P,EIBAR,4-3-3,75.0,62.71,53.88,65.33,10,1,0
243,2020-02-22,77.67,62.2,75.5,71.28,4-2-3-1,R. SOCIEDAD,G,3,0,P,VALENCIA,4-2-3-1,73.83,59.28,72.62,71.5,49,37,67
244,2020-02-22,79.0,60.08,70.94,68.72,4-4-2,LEVANTE,G,1,0,P,REAL MADRID,4-3-3,81.5,72.71,73.5,74.75,4,3,24
245,2020-02-23,72.08,61.38,66.11,64.83,4-5-1,OSASUNA,P,0,3,G,GRANADA,5-3-2,76.83,61.27,65.08,66.06,11,6,10
246,2020-02-23,78.5,60.08,68.42,65.58,4-4-2,DEPORTIVO ALAVES,G,2,1,P,ATHLETIC,5-3-2,77.17,67.17,66.39,46.58,7,10,33
247,2020-02-23,78.17,61.67,62.08,67.25,4-4-2,REAL VALLADOLID,G,2,1,P,ESPANYOL,4-2-3-1,72.67,59.02,69.83,69.11,31,28,39
248,2020-02-23,77.0,67.08,66.17,59.83,4-4-2,GETAFE,P,0,3,G,SEVILLA,3-4-3,78.17,70.42,69.83,70.56,13,7,14
249,2020-02-23,85.83,63.4,74.33,71.17,4-4-2,ATLETICO,G,3,1,P,VILLARREAL,4-3-3,79.67,65.38,64.5,70.94,13,10,14
250,2020-02-28,77.67,62.2,75.5,71.28,4-2-3-1,R. SOCIEDAD,G,1,0,P,REAL VALLADOLID,4-3-3,78.17,61.11,62.58,65.06,40,30,30
251,2020-02-29,71.5,61.71,15.83,66.06,4-4-2,EIBAR,G,3,0,P,LEVANTE,4-4-2,79.0,60.08,70.94,68.72,10,17,5
252,2020-02-29,79.0,64.33,72.62,69.56,4-4-2,VALENCIA,G,2,1,P,REAL BETIS,4-2-3-1,71.67,64.77,75.0,65.33,68,27,38
253,2020-02-29,72.02,57.79,62.92,56.83,3-5-2,LEGANES,E,1,1,E,DEPORTIVO ALAVES,4-4-2,78.5,60.07,69.0,65.78,4,13,5
254,2020-02-29,76.83,59.94,66.06,63.33,5-4-1,GRANADA,E,0,0,E,CELTA,4-4-2,73.17,63.88,69.56,73.33,15,13,20
255,2020-03-01,73.0,67.79,67.11,70.42,4-3-3,SEVILLA,G,3,2,P,OSASUNA,4-5-1,72.08,62.17,67.61,60.17,45,25,31
256,2020-03-01,77.17,70.75,66.39,53.5,4-2-3-1,ATHLETIC,G,1,0,P,VILLARREAL,4-4-2,79.67,65.38,64.5,70.56,15,13,17
257,2020-03-01,72.67,58.45,69.83,70.0,4-2-3-1,ESPANYOL,E,1,1,E,ATLETICO,4-4-2,85.83,65.96,74.33,73.33,59,32,97
258,2020-03-01,68.17,61.39,63.5,68.25,4-2-3-1,MALLORCA,P,0,1,G,GETAFE,4-4-2,77.0,62.96,64.83,66.5,13,8,10
259,2020-03-01,81.5,72.71,72.96,73.58,4-2-3-1,REAL MADRID,G,2,0,P,BARCELONA,4-4-2,86.33,69.39,70.75,80.08,95,52,97
260,2020-03-06,78.5,57.25,67.83,65.3,4-4-2,DEPORTIVO ALAVES,E,1,1,E,VALENCIA,4-3-3,79.0,64.33,72.62,71.25,9,6,20
261,2020-03-07,75.0,61.71,15.83,66.06,4-4-2,EIBAR,P,1,2,G,MALLORCA,5-3-2,68.17,58.96,64.58,64.17,3,3,9
262,2020-03-07,85.83,64.29,75.56,73.11,4-4-2,ATLETICO,E,2,2,E,SEVILLA,4-3-3,78.17,70.42,70.33,70.56,70,55,57
263,2020-03-07,86.33,68.78,71.0,76.72,4-3-3,BARCELONA,G,1,0,P,R. SOCIEDAD,4-2-3-1,77.67,61.33,69.75,70.17,105,42,36
264,2020-03-07,77.0,65.67,64.83,58.75,4-4-2,GETAFE,E,0,0,E,CELTA,5-3-2,73.17,61.77,70.92,71.17,7,5,5
265,2020-03-08,72.67,60.79,67.61,63.11,4-4-2,OSASUNA,G,1,0,P,ESPANYOL,4-4-2,72.67,59.02,69.83,70.0,29,16,28
266,2020-03-08,78.17,61.67,62.08,67.39,4-3-3,REAL VALLADOLID,P,1,4,G,ATHLETIC,4-2-3-1,77.17,69.17,67.96,53.94,28,28,45
267,2020-03-08,79.0,61.96,69.21,70.83,4-4-2,LEVANTE,E,1,1,E,GRANADA,3-6-1,76.83,59.1,64.67,62.17,23,7,21
268,2020-03-08,79.67,65.38,64.5,70.94,4-3-3,VILLARREAL,P,1,2,G,LEGANES,4-4-2,72.02,62.42,67.25,56.83,12,5,9
269,2020-03-08,71.67,65.2,75.0,66.25,4-5-1,REAL BETIS,G,2,1,P,REAL MADRID,4-3-3,81.5,72.17,73.67,73.58,30,27,73
270,2020-06-11,78.17,70.42,69.06,70.28,4-3-3,SEVILLA,G,2,0,P,REAL BETIS,4-3-3,71.67,68.33,69.67,67.83,61,31,39
271,2020-06-12,76.83,61.27,65.08,66.06,4-2-3-1,GRANADA,G,2,1,P,GETAFE,4-4-2,77.0,65.72,63.17,59.83,6,5,3
272,2020-06-12,79.0,63.5,71.17,69.5,4-4-2,VALENCIA,E,1,1,E,LEVANTE,4-4-2,79.0,65.04,71.08,70.83,19,7,7
273,2020-06-13,71.67,59.02,68.17,69.11,4-4-2,ESPANYOL,G,2,0,P,DEPORTIVO ALAVES,4-4-2,78.5,60.08,67.83,66.17,14,8,13
274,2020-06-13,73.17,63.88,73.67,72.25,4-3-3,CELTA,P,0,1,G,VILLARREAL,4-4-2,79.67,65.12,61.17,70.94,13,6,10
275,2020-06-13,72.02,62.25,67.25,56.83,4-4-2,LEGANES,P,1,2,G,REAL VALLADOLID,4-4-2,78.17,65.89,62.58,67.0,6,2,2
276,2020-06-13,68.17,61.39,65.83,64.17,4-4-2,MALLORCA,P,0,4,G,BARCELONA,4-3-3,86.33,65.11,70.89,76.72,17,12,37
277,2020-06-14,77.17,70.75,70.72,53.94,4-2-3-1,ATHLETIC,E,1,1,E,ATLETICO,4-4-2,85.83,66.38,75.56,74.83,78,34,90
278,2020-06-14,81.5,72.71,73.67,73.72,4-3-3,REAL MADRID,G,3,1,P,EIBAR,4-5-1,75.0,62.5,62.83,64.08,10,2,1
279,2020-06-14,77.67,62.2,75.5,71.78,4-2-3-1,R. SOCIEDAD,E,1,1,E,OSASUNA,5-3-2,72.67,60.96,66.11,66.0,52,21,27
280,2020-06-15,79.0,61.58,68.96,69.92,4-4-2,LEVANTE,E,1,1,E,SEVILLA,4-3-3,78.17,69.62,70.33,70.28,7,9,18
281,2020-06-15,71.67,63.73,75.0,66.25,4-3-3,REAL BETIS,E,2,2,E,GRANADA,4-2-3-1,76.83,61.25,65.5,67.89,23,10,17
282,2020-06-16,77.0,65.44,64.83,58.75,4-4-2,GETAFE,E,0,0,E,ESPANYOL,4-4-2,72.67,58.96,69.83,69.11,12,9,12
283,2020-06-16,79.67,65.12,67.83,68.17,4-4-2,VILLARREAL,G,1,0,P,MALLORCA,5-4-1,68.17,58.96,58.83,68.25,18,11,14
284,2020-06-16,86.33,66.0,68.78,76.17,4-3-3,BARCELONA,G,2,0,P,LEGANES,3-5-2,72.02,63.33,63.39,65.85,7,0,1
285,2020-06-17,75.0,62.12,63.75,64.62,4-4-2,EIBAR,E,2,2,E,ATHLETIC,4-2-3-1,77.17,70.75,66.39,44.0,1,8,10
286,2020-06-17,78.17,64.83,62.08,67.25,4-4-2,REAL VALLADOLID,E,0,0,E,CELTA,3-5-2,73.17,61.23,69.56,73.33,29,24,43
287,2020-06-17,73.67,59.25,67.25,60.17,4-4-2,OSASUNA,P,0,5,G,ATLETICO,4-4-2,85.83,65.04,73.83,74.83,28,15,42
288,2020-06-18,72.83,58.12,65.33,63.42,4-4-2,DEPORTIVO ALAVES,G,2,0,P,R. SOCIEDAD,4-2-3-1,72.02,69.67,64.67,77.67,20,8,27
289,2020-06-18,81.5,72.75,74.29,74.75,4-4-2,REAL MADRID,G,3,0,P,VALENCIA,4-4-2,79.0,65.33,71.77,68.75,104,42,56
290,2020-06-19,68.17,59.89,63.5,64.17,4-2-3-1,MALLORCA,E,1,1,E,LEGANES,3-5-2,72.02,60.92,65.67,56.83,5,4,4
291,2020-06-19,76.83,59.42,66.06,64.39,4-4-2,GRANADA,P,0,1,G,VILLARREAL,4-4-2,79.67,64.88,64.08,68.46,3,5,7
292,2020-06-19,78.17,70.42,69.06,70.28,4-3-3,SEVILLA,E,0,0,E,BARCELONA,4-3-3,86.33,68.78,67.58,75.39,44,36,109
293,2020-06-20,72.67,60.82,70.5,69.11,4-4-2,ESPANYOL,P,1,3,G,LEVANTE,4-4-2,79.0,65.04,69.79,65.42,15,14,9
294,2020-06-20,77.17,68.04,70.72,53.94,4-2-3-1,ATHLETIC,G,1,0,P,REAL BETIS,4-3-3,71.67,69.79,71.12,65.0,51,40,37
295,2020-06-20,77.0,65.17,63.33,63.67,4-4-2,GETAFE,E,1,1,E,EIBAR,4-4-2,75.0,60.54,51.67,62.83,7,11,5
296,2020-06-20,85.83,66.29,75.78,71.92,4-4-2,ATLETICO,G,1,0,P,REAL VALLADOLID,4-5-1,72.02,61.56,62.83,67.94,58,23,28
297,2020-06-21,73.17,63.21,70.04,73.33,4-3-3,CELTA,G,6,0,P,DEPORTIVO ALAVES,4-4-2,72.83,55.99,65.17,64.0,23,16,24
298,2020-06-21,79.0,67.25,71.04,69.5,4-4-2,VALENCIA,G,2,0,P,OSASUNA,5-3-2,72.67,60.96,66.11,66.0,42,22,17
299,2020-06-21,77.67,63.5,75.5,73.39,4-2-3-1,R. SOCIEDAD,P,1,2,G,REAL MADRID,4-3-3,81.5,72.71,72.94,73.58,36,39,94
300,2020-06-22,79.67,65.12,61.17,71.61,4-4-2,VILLARREAL,E,2,2,E,SEVILLA,4-3-3,78.17,65.29,69.17,68.0,12,13,24
301,2020-06-22,72.02,62.47,60.67,56.83,5-3-2,LEGANES,E,0,0,E,GRANADA,4-2-3-1,76.83,61.33,67.17,68.67,3,0,2
302,2020-06-23,79.0,61.58,68.62,66.92,4-4-2,LEVANTE,P,0,1,G,ATLETICO,4-4-2,85.83,67.33,75.56,74.83,8,5,20
303,2020-06-23,78.17,64.83,62.58,67.25,4-4-2,REAL VALLADOLID,E,1,1,E,GETAFE,4-4-2,77.0,65.72,64.83,59.25,6,6,6
304,2020-06-23,86.33,68.78,63.67,78.28,4-3-3,BARCELONA,G,1,0,P,ATHLETIC,4-2-3-1,77.17,65.33,66.9,71.25,114,38,77
305,2020-06-24,78.5,57.25,65.33,63.42,4-4-2,DEPORTIVO ALAVES,P,0,1,G,OSASUNA,4-4-2,72.08,61.71,67.44,64.11,23,10,29
306,2020-06-24,77.67,63.61,69.75,69.67,4-2-3-1,R. SOCIEDAD,P,0,1,G,CELTA,4-3-3,73.17,62.29,70.67,72.25,52,34,40
307,2020-06-24,81.5,72.75,77.25,75.04,4-2-3-1,REAL MADRID,G,2,0,P,MALLORCA,3-6-1,68.17,58.96,64.58,62.33,38,12,15
308,2020-06-25,75.0,60.58,63.75,65.22,4-4-2,EIBAR,G,1,0,P,VALENCIA,4-4-2,79.0,65.56,72.62,72.75,4,3,4
309,2020-06-25,71.67,67.1,71.12,62.17,3-6-1,REAL BETIS,G,1,0,P,ESPANYOL,4-3-3,72.67,65.75,69.83,68.83,43,38,47
310,2020-06-26,78.17,69.62,66.25,70.28,4-2-3-1,SEVILLA,E,1,1,E,REAL VALLADOLID,4-2-3-1,78.17,61.56,61.5,65.89,50,19,32
311,2020-06-27,77.17,70.75,69.8,46.58,4-2-3-1,ATHLETIC,G,3,1,P,MALLORCA,4-4-2,68.17,58.96,63.5,68.25,29,14,18
312,2020-06-27,73.17,58.04,69.11,73.33,5-3-2,CELTA,E,2,2,E,BARCELONA,4-3-3,86.33,69.39,68.92,74.83,26,29,68
313,2020-06-27,72.5,61.46,68.33,64.67,4-4-2,OSASUNA,G,2,1,P,LEGANES,5-3-2,72.02,60.33,68.83,63.5,8,4,7
314,2020-06-27,85.83,66.38,74.33,73.11,4-4-2,ATLETICO,G,2,1,P,DEPORTIVO ALAVES,4-5-1,78.5,57.83,64.33,66.17,14,5,9
315,2020-06-28,79.0,65.04,71.04,69.92,4-4-2,LEVANTE,G,4,2,P,REAL BETIS,3-6-1,71.67,55.6,68.25,64.0,13,9,21
316,2020-06-28,79.67,63.5,61.17,71.61,4-4-2,VILLARREAL,G,2,0,P,VALENCIA,4-4-2,79.0,70.08,71.75,68.75,17,11,24
317,2020-06-28,68.5,60.54,66.06,67.89,4-2-3-1,GRANADA,P,1,2,G,EIBAR,4-2-3-1,75.0,59.79,51.06,64.08,1,2,6
318,2020-06-28,72.67,58.96,69.83,70.0,4-2-3-1,ESPANYOL,P,0,1,G,REAL MADRID,4-3-3,81.5,72.71,72.96,74.75,44,36,113
319,2020-06-29,77.0,65.0,64.83,59.25,4-4-2,GETAFE,G,2,1,P,R. SOCIEDAD,3-6-1,77.67,62.18,75.5,71.28,11,7,5
320,2020-06-30,68.17,61.39,63.5,64.17,4-4-2,MALLORCA,G,5,1,P,CELTA,4-3-3,73.17,63.21,71.11,72.25,14,10,19
321,2020-06-30,72.02,60.72,65.0,63.5,4-5-1,LEGANES,P,0,3,G,SEVILLA,4-3-3,78.17,70.42,69.83,70.83,3,4,8
322,2020-06-30,86.33,68.78,67.17,78.08,4-4-2,BARCELONA,E,2,2,E,ATLETICO,4-4-2,85.83,65.96,76.0,75.17,105,54,77
323,2020-07-01,72.83,60.77,65.33,65.01,4-4-2,DEPORTIVO ALAVES,P,0,2,G,GRANADA,3-6-1,68.5,59.94,67.17,66.08,4,4,5
324,2020-07-01,79.0,62.44,71.33,70.33,4-4-2,VALENCIA,P,0,2,G,ATHLETIC,4-2-3-1,77.17,70.75,70.72,53.94,74,43,68
325,2020-07-01,71.67,67.93,71.12,62.17,3-6-1,REAL BETIS,P,0,2,G,VILLARREAL,4-4-2,79.67,65.38,67.83,68.46,17,9,13
326,2020-07-01,78.17,62.5,62.08,69.04,4-4-2,REAL VALLADOLID,E,0,0,E,LEVANTE,4-4-2,79.0,64.67,71.08,65.42,9,6,12
327,2020-07-02,75.0,60.58,60.5,63.92,4-4-2,EIBAR,P,0,2,G,OSASUNA,4-4-2,72.08,61.71,67.44,64.11,9,15,16
328,2020-07-02,74.0,62.92,75.5,71.58,4-2-3-1,R. SOCIEDAD,G,2,1,P,ESPANYOL,4-4-2,72.67,58.96,70.5,67.94,60,44,52
329,2020-07-02,81.5,72.75,73.5,73.58,4-3-3,REAL MADRID,G,1,0,P,GETAFE,4-5-1,77.0,65.72,64.28,62.5,21,3,5
330,2020-07-03,85.83,62.67,75.56,72.89,4-4-2,ATLETICO,G,3,0,P,MALLORCA,4-2-3-1,68.17,58.28,64.58,68.25,27,14,17
